RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2022-06-30,2022-08-31,2023-05-31
395027,457,"Roanoke Rapids, NC",Msa,NC,2022-05-31,0.8,2.8,6.4
394452,458,"Centralia, WA",Msa,WA,2022-05-31,0.7,3.5,10.8
394445,459,"Casper, WY",Msa,WY,2022-05-31,1.5,3.8,5.7
394675,460,"Helena, MT",Msa,MT,2022-05-31,1.1,3.6,9.9
394593,461,"Findlay, OH",Msa,OH,2022-05-31,0.9,2.9,7.6
753928,462,"Wisconsin Rapids-Marshfield, WI",Msa,WI,2022-05-31,1.0,2.2,6.6
394955,463,"Palatka, FL",Msa,FL,2022-05-31,2.6,6.2,14.5
395085,464,"Seneca, SC",Msa,SC,2022-05-31,1.0,3.4,10.2
394884,465,"Mount Airy, NC",Msa,NC,2022-05-31,0.7,2.5,6.3
753881,466,"Glenwood Springs, CO",Msa,CO,2022-05-31,1.5,4.3,10.1
394744,467,"Key West, FL",Msa,FL,2022-05-31,2.7,6.1,12.0
394298,468,"Aberdeen, WA",Msa,WA,2022-05-31,1.9,5.6,17.8
394626,469,"Gallup, NM",Msa,NM,2022-05-31,0.5,2.2,5.4
394994,470,"Port Angeles, WA",Msa,WA,2022-05-31,0.9,3.6,13.3
753883,471,"Greenfield Town, MA",Msa,MA,2022-05-31,1.2,3.3,7.5
394897,473,"Muskogee, OK",Msa,OK,2022-05-31,0.3,1.7,4.1
394614,474,"Frankfort, KY",Msa,KY,2022-05-31,1.0,3.1,6.4
394950,475,"Owosso, MI",Msa,MI,2022-05-31,1.3,3.9,9.3
394885,476,"Mount Pleasant, MI",Msa,MI,2022-05-31,0.7,2.8,6.7
395126,477,"Statesboro, GA",Msa,GA,2022-05-31,2.8,6.6,11.7
394826,478,"Marion, IN",Msa,IN,2022-05-31,1.9,5.0,9.4
395132,479,"Stevens Point, WI",Msa,WI,2022-05-31,0.5,2.8,6.9
394866,480,"Minot, ND",Msa,ND,2022-05-31,0.7,2.7,1.1
395088,481,"Shawnee, OK",Msa,OK,2022-05-31,0.9,3.4,7.2
394922,482,"North Wilkesboro, NC",Msa,NC,2022-05-31,0.8,3.1,8.9
395021,483,"Richmond, IN",Msa,IN,2022-05-31,0.7,2.3,4.6
394647,484,"Greeneville, TN",Msa,TN,2022-05-31,1.1,1.7,10.9
394836,485,"Martinsville, VA",Msa,VA,2022-05-31,0.6,2.2,4.2
394600,486,"Forest City, NC",Msa,NC,2022-05-31,1.4,3.7,8.8
394764,487,"Lake City, FL",Msa,FL,2022-05-31,1.0,3.3,7.6
394736,488,"Kapaa, HI",Msa,HI,2022-05-31,2.3,7.3,14.9
394829,489,"Marquette, MI",Msa,MI,2022-05-31,0.5,2.2,5.7
394762,490,"LaGrange, GA",Msa,GA,2022-05-31,1.9,6.4,12.2
394827,491,"Marion, OH",Msa,OH,2022-05-31,0.6,2.3,6.0
394877,492,"Morehead City, NC",Msa,NC,2022-05-31,1.4,5.0,13.3
394752,493,"Klamath Falls, OR",Msa,OR,2022-05-31,0.8,4.0,9.6
394825,494,"Marinette, WI",Msa,WI,2022-05-31,0.5,2.5,6.8
395040,495,"Roswell, NM",Msa,NM,2022-05-31,0.7,2.7,7.0
394832,496,"Marshall, TX",Msa,TX,2022-05-31,0.5,2.0,3.6
394587,497,"Farmington, MO",Msa,MO,2022-05-31,1.0,4.3,10.2
394456,498,"Charleston, IL",Msa,IL,2022-05-31,1.2,3.7,5.4
394343,499,"Athens, OH",Msa,OH,2022-05-31,0.6,2.7,5.6
394683,500,"Hobbs, NM",Msa,NM,2022-05-31,0.5,2.0,4.5
394472,501,"Clearlake, CA",Msa,CA,2022-05-31,0.5,2.5,7.7
394899,502,"Nacogdoches, TX",Msa,TX,2022-05-31,0.6,2.2,4.6
394701,503,"Hutchinson, KS",Msa,KS,2022-05-31,0.5,2.2,4.4
394586,504,"Faribault, MN",Msa,MN,2022-05-31,0.8,3.1,7.7
394562,505,"Elizabeth City, NC",Msa,NC,2022-05-31,0.7,2.5,6.1
753891,506,"Ionia, MI",Msa,MI,2022-05-31,1.0,3.3,8.3
394305,507,"Alamogordo, NM",Msa,NM,2022-05-31,0.7,2.7,6.7
395016,508,"Red Bluff, CA",Msa,CA,2022-05-31,0.3,2.1,5.4
394693,509,"Hudson, NY",Msa,NY,2022-05-31,0.7,2.7,8.4
395105,510,"Somerset, KY",Msa,KY,2022-05-31,0.7,2.6,6.3
394496,511,"Coos Bay, OR",Msa,OR,2022-05-31,1.4,4.4,12.3
395199,512,"Walla Walla, WA",Msa,WA,2022-05-31,0.8,3.7,9.6
395071,513,"Sayre, PA",Msa,PA,2022-05-31,0.4,1.7,4.1
394939,514,"Oneonta, NY",Msa,NY,2022-05-31,0.5,2.1,4.7
394605,515,"Fort Madison, IA",Msa,IA,2022-05-31,0.5,2.0,3.5
394360,516,"Baraboo, WI",Msa,WI,2022-05-31,1.4,3.9,9.0
753903,517,"Marietta, OH",Msa,OH,2022-05-31,0.6,2.5,6.0
395049,518,"Salina, KS",Msa,KS,2022-05-31,0.3,1.9,4.5
395044,519,"Rutland, VT",Msa,VT,2022-05-31,1.0,2.8,6.0
753866,520,"Big Stone Gap, VA",Msa,VA,2022-05-31,0.2,1.5,2.7
395136,521,"Sturgis, MI",Msa,MI,2022-05-31,1.1,4.0,11.1
395024,522,"Rio Grande City, TX",Msa,TX,2022-05-31,0.4,1.6,3.6
394618,523,"Fremont, OH",Msa,OH,2022-05-31,0.5,2.4,5.7
394889,524,"Mount Vernon, OH",Msa,OH,2022-05-31,0.7,2.9,8.4
394787,525,"Lewiston, ID",Msa,ID,2022-05-31,0.6,2.4,9.1
395092,526,"Shelton, WA",Msa,WA,2022-05-31,1.4,4.8,14.5
394309,527,"Albemarle, NC",Msa,NC,2022-05-31,1.6,4.2,9.3
394570,528,"Enid, OK",Msa,OK,2022-05-31,1.4,3.6,4.4
753893,529,"Jefferson, GA",Msa,GA,2022-05-31,1.2,4.2,13.5
394629,530,"Georgetown, SC",Msa,SC,2022-05-31,2.6,7.0,13.7
394759,531,"Laconia, NH",Msa,NH,2022-05-31,1.8,4.5,11.4
394365,532,"Batavia, NY",Msa,NY,2022-05-31,0.8,3.3,7.8
753910,533,"Oxford, NC",Msa,NC,2022-05-31,2.2,5.5,12.8
394490,534,"Columbus, MS",Msa,MS,2022-05-31,0.5,2.0,4.6
394923,535,"Norwalk, OH",Msa,OH,2022-05-31,0.4,1.9,5.8
394362,536,"Barre, VT",Msa,VT,2022-05-31,-1.0,1.0,4.6
394750,537,"Kinston, NC",Msa,NC,2022-05-31,0.8,2.6,6.5
395131,538,"Sterling, IL",Msa,IL,2022-05-31,0.5,1.9,2.9
394956,539,"Palestine, TX",Msa,TX,2022-05-31,0.6,2.0,4.6
394540,540,"Dublin, GA",Msa,GA,2022-05-31,0.7,2.8,7.0
395189,541,"Vicksburg, MS",Msa,MS,2022-05-31,0.5,1.5,2.8
394989,542,"Point Pleasant, WV",Msa,WV,2022-05-31,0.7,2.5,5.3
395063,543,"Sanford, NC",Msa,NC,2022-05-31,2.9,10.4,23.9
394591,544,"Fergus Falls, MN",Msa,MN,2022-05-31,0.5,2.4,6.2
395157,545,"Tiffin, OH",Msa,OH,2022-05-31,0.5,2.5,6.9
394582,546,"Fairmont, WV",Msa,WV,2022-05-31,0.5,1.9,4.4
394509,547,"Crossville, TN",Msa,TN,2022-05-31,1.5,5.0,15.0
394977,548,"Picayune, MS",Msa,MS,2022-05-31,0.5,1.9,4.3
394634,549,"Gloversville, NY",Msa,NY,2022-05-31,0.3,3.1,7.7
753920,550,"Sonora, CA",Msa,CA,2022-05-31,0.3,1.9,6.1
394621,551,"Gaffney, SC",Msa,SC,2022-05-31,0.8,2.7,6.7
394444,552,"Carson City, NV",Msa,NV,2022-05-31,0.0,2.2,10.4
394432,553,"Calhoun, GA",Msa,GA,2022-05-31,0.8,3.0,8.4
394861,554,"Milledgeville, GA",Msa,GA,2022-05-31,0.8,2.7,6.8
395216,555,"Waycross, GA",Msa,GA,2022-05-31,0.7,2.8,7.8
394933,556,"Oil City, PA",Msa,PA,2022-05-31,0.7,2.5,5.6
394721,557,"Jasper, IN",Msa,IN,2022-05-31,0.7,2.7,7.2
394878,558,"Morgan City, LA",Msa,LA,2022-05-31,0.6,1.6,1.8
394551,559,"Eagle Pass, TX",Msa,TX,2022-05-31,0.6,2.5,5.5
394940,560,"Ontario, OR",Msa,OR,2022-05-31,0.9,3.2,11.2
394443,561,"Carlsbad, NM",Msa,NM,2022-05-31,,,-1.3
394967,562,"Payson, AZ",Msa,AZ,2022-05-31,2.3,7.7,19.1
394844,563,"McComb, MS",Msa,MS,2022-05-31,0.2,1.3,3.1
395029,564,"Rochelle, IL",Msa,IL,2022-05-31,0.6,2.5,5.5
395073,565,"Scottsboro, AL",Msa,AL,2022-05-31,0.5,2.4,6.2
394517,566,"Danville, KY",Msa,KY,2022-05-31,0.8,2.7,5.3
394339,567,"Ashland, OH",Msa,OH,2022-05-31,0.5,2.4,6.4
394903,568,"Natchez, MS",Msa,MS,2022-05-31,0.9,3.7,6.3
394652,569,"Greenville, OH",Msa,OH,2022-05-31,0.0,1.2,3.6
394625,570,"Galesburg, IL",Msa,IL,2022-05-31,0.5,1.9,3.4
395204,571,"Warrensburg, MO",Msa,MO,2022-05-31,-0.1,1.4,6.9
394737,572,"Kearney, NE",Msa,NE,2022-05-31,0.5,2.6,6.9
394608,573,"Fort Polk South, LA",Msa,LA,2022-05-31,0.6,2.0,2.5
394604,574,"Fort Leonard Wood, MO",Msa,MO,2022-05-31,0.5,1.9,2.4
394632,575,"Glasgow, KY",Msa,KY,2022-05-31,0.8,2.5,5.6
394344,576,"Athens, TN",Msa,TN,2022-05-31,1.8,5.0,10.0
394556,577,"Edwards, CO",Msa,CO,2022-05-31,1.7,5.2,12.5
394592,578,"Fernley, NV",Msa,NV,2022-05-31,0.3,1.8,8.4
394838,579,"Mason City, IA",Msa,IA,2022-05-31,0.4,1.8,4.2
394819,580,"Malone, NY",Msa,NY,2022-05-31,0.4,1.9,4.8
395234,581,"Winona, MN",Msa,MN,2022-05-31,1.1,3.2,6.4
394547,582,"Durango, CO",Msa,CO,2022-05-31,1.7,5.7,13.2
394985,583,"Platteville, WI",Msa,WI,2022-05-31,0.6,2.4,6.0
394650,584,"Greenville, MS",Msa,MS,2022-05-31,,,-5.2
394402,585,"Boone, NC",Msa,NC,2022-05-31,1.7,3.1,12.2
394363,586,"Bartlesville, OK",Msa,OK,2022-05-31,2.0,4.5,8.4
394717,587,"Jacksonville, TX",Msa,TX,2022-05-31,0.7,2.4,6.5
394566,588,"Elko, NV",Msa,NV,2022-05-31,0.8,2.3,4.7
395020,589,"Rexburg, ID",Msa,ID,2022-05-31,0.9,3.6,10.6
395122,590,"St. Marys, GA",Msa,GA,2022-05-31,1.9,5.0,10.0
753911,591,"Ozark, AL",Msa,AL,2022-05-31,0.5,2.0,5.1
394326,592,"Amsterdam, NY",Msa,NY,2022-05-31,0.6,2.4,5.6
394571,593,"Enterprise, AL",Msa,AL,2022-05-31,1.1,3.0,6.1
394963,594,"Paris, TX",Msa,TX,2022-05-31,0.7,2.6,7.4
394742,595,"Kerrville, TX",Msa,TX,2022-05-31,1.7,4.3,5.3
394906,596,"New Castle, IN",Msa,IN,2022-05-31,0.7,2.9,7.8
395097,597,"Sidney, OH",Msa,OH,2022-05-31,0.5,2.4,6.4
394504,598,"Cortland, NY",Msa,NY,2022-05-31,0.2,1.5,4.1
394477,599,"Clinton, IA",Msa,IA,2022-05-31,1.1,3.3,3.3
394527,600,"Del Rio, TX",Msa,TX,2022-05-31,0.7,2.5,5.3
394478,601,"Clovis, NM",Msa,NM,2022-05-31,0.4,2.1,5.4
394919,602,"Norfolk, NE",Msa,NE,2022-05-31,0.6,2.4,6.4
395208,603,"Washington, NC",Msa,NC,2022-05-31,0.8,2.6,6.4
394503,604,"Corsicana, TX",Msa,TX,2022-05-31,1.4,3.6,7.9
394616,605,"Freeport, IL",Msa,IL,2022-05-31,0.5,2.2,4.6
395124,606,"Starkville, MS",Msa,MS,2022-05-31,0.7,2.6,4.1
394427,607,"Burlington, IA",Msa,IA,2022-05-31,0.5,1.8,3.0
394431,608,"Cadillac, MI",Msa,MI,2022-05-31,0.7,2.7,7.1
394336,609,"Ardmore, OK",Msa,OK,2022-05-31,1.0,4.1,8.3
394739,610,"Kendallville, IN",Msa,IN,2022-05-31,0.8,3.0,8.0
394918,611,"Nogales, AZ",Msa,AZ,2022-05-31,0.7,2.4,7.4
394951,612,"Oxford, MS",Msa,MS,2022-05-31,0.7,2.1,4.2
394398,613,"Bogalusa, LA",Msa,LA,2022-05-31,0.8,2.3,3.3
394987,614,"Plymouth, IN",Msa,IN,2022-05-31,0.6,2.6,6.4
394628,615,"Gardnerville Ranchos, NV",Msa,NV,2022-05-31,0.5,3.0,11.3
395144,616,"Tahlequah, OK",Msa,OK,2022-05-31,-0.1,1.0,3.9
394817,617,"Madisonville, KY",Msa,KY,2022-05-31,0.7,2.5,5.1
394437,618,"Cañon City, CO",Msa,CO,2022-05-31,1.3,3.9,10.8
395043,619,"Ruston, LA",Msa,LA,2022-05-31,0.6,2.6,4.9
753889,620,"Hillsdale, MI",Msa,MI,2022-05-31,0.7,2.9,7.1
394789,621,"Lewistown, PA",Msa,PA,2022-05-31,0.5,2.1,5.5
395034,622,"Rockingham, NC",Msa,NC,2022-05-31,0.6,2.3,6.3
394990,623,"Ponca City, OK",Msa,OK,2022-05-31,0.8,3.9,8.6
394397,624,"Blytheville, AR",Msa,AR,2022-05-31,0.5,1.8,5.1
395017,625,"Red Wing, MN",Msa,MN,2022-05-31,1.7,3.4,7.3
753918,626,"Shawano, WI",Msa,WI,2022-05-31,0.8,2.8,6.4
394446,627,"Cedar City, UT",Msa,UT,2022-05-31,0.8,3.1,10.8
394375,628,"Bedford, IN",Msa,IN,2022-05-31,0.8,2.9,7.9
394631,629,"Gillette, WY",Msa,WY,2022-05-31,0.5,1.6,2.5
753905,630,"Newport, OR",Msa,OR,2022-05-31,2.2,5.7,13.7
395201,631,"Wapakoneta, OH",Msa,OH,2022-05-31,0.6,2.5,6.8
394695,632,"Huntingdon, PA",Msa,PA,2022-05-31,0.5,2.0,4.9
394377,633,"Bellefontaine, OH",Msa,OH,2022-05-31,0.6,2.3,5.6
394842,634,"McAlester, OK",Msa,OK,2022-05-31,0.7,2.2,3.7
394391,635,"Blackfoot, ID",Msa,ID,2022-05-31,0.7,3.0,11.4
394883,636,"Moultrie, GA",Msa,GA,2022-05-31,0.6,2.5,6.4
394677,637,"Henderson, NC",Msa,NC,2022-05-31,0.9,3.2,8.1
394482,638,"Coldwater, MI",Msa,MI,2022-05-31,0.7,2.8,6.9
394667,639,"Harrison, AR",Msa,AR,2022-05-31,0.9,3.1,7.2
395037,640,"Rolla, MO",Msa,MO,2022-05-31,0.7,2.4,5.7
395091,641,"Shelbyville, TN",Msa,TN,2022-05-31,2.4,6.2,17.0
394545,643,"Duncan, OK",Msa,OK,2022-05-31,0.8,2.5,4.8
753904,644,"Marion, NC",Msa,NC,2022-05-31,0.9,3.0,7.6
394785,645,"Lewisburg, PA",Msa,PA,2022-05-31,0.6,2.4,5.3
395008,646,"Pullman, WA",Msa,WA,2022-05-31,0.7,2.5,6.7
395155,647,"Thomasville, GA",Msa,GA,2022-05-31,0.7,2.6,6.1
394379,648,"Bemidji, MN",Msa,MN,2022-05-31,0.6,2.5,5.7
394887,649,"Mount Sterling, KY",Msa,KY,2022-05-31,0.8,2.7,5.8
394947,650,"Ottumwa, IA",Msa,IA,2022-05-31,0.5,1.8,3.1
394954,651,"Pahrump, NV",Msa,NV,2022-05-31,1.0,3.2,12.7
394850,652,"Menomonie, WI",Msa,WI,2022-05-31,0.7,2.6,6.3
395083,653,"Selma, AL",Msa,AL,2022-05-31,0.4,2.2,4.7
395032,654,"Rock Springs, WY",Msa,WY,2022-05-31,0.6,2.2,4.9
394424,655,"Bucyrus, OH",Msa,OH,2022-05-31,0.4,1.7,4.5
394409,656,"Bradford, PA",Msa,PA,2022-05-31,0.6,2.8,6.2
753865,657,"Bardstown, KY",Msa,KY,2022-05-31,1.3,3.5,8.8
394500,658,"Cornelia, GA",Msa,GA,2022-05-31,0.4,2.1,7.1
394426,659,"Burley, ID",Msa,ID,2022-05-31,0.9,3.8,11.1
394654,660,"Greenwood, MS",Msa,MS,2022-05-31,0.3,2.1,3.2
394384,661,"Big Rapids, MI",Msa,MI,2022-05-31,,1.1,5.2
394993,662,"Poplar Bluff, MO",Msa,MO,2022-05-31,0.4,2.1,3.9
394895,663,"Muscatine, IA",Msa,IA,2022-05-31,0.5,2.0,3.8
394319,664,"Alma, MI",Msa,MI,2022-05-31,0.6,2.4,6.4
394548,665,"Durant, OK",Msa,OK,2022-05-31,0.7,2.6,5.9
395087,666,"Seymour, IN",Msa,IN,2022-05-31,0.7,2.7,6.8
394538,667,"Douglas, GA",Msa,GA,2022-05-31,0.6,2.4,6.2
395228,668,"Willmar, MN",Msa,MN,2022-05-31,0.5,2.3,5.4
394349,669,"Auburn, IN",Msa,IN,2022-05-31,1.7,4.6,11.4
395081,670,"Sedalia, MO",Msa,MO,2022-05-31,0.9,3.2,8.6
394961,671,"Paragould, AR",Msa,AR,2022-05-31,0.7,2.5,6.4
395230,672,"Wilmington, OH",Msa,OH,2022-05-31,0.7,2.8,7.5
394779,673,"Lawrenceburg, TN",Msa,TN,2022-05-31,2.0,5.6,11.0
395203,674,"Warren, PA",Msa,PA,2022-05-31,0.7,2.6,5.5
394560,675,"El Dorado, AR",Msa,AR,2022-05-31,0.5,2.0,5.1
394891,677,"Mountain Home, AR",Msa,AR,2022-05-31,0.6,2.2,6.1
394448,678,"Cedartown, GA",Msa,GA,2022-05-31,1.0,3.6,10.2
753913,679,"Port Clinton, OH",Msa,OH,2022-05-31,0.6,2.3,5.5
394558,680,"El Campo, TX",Msa,TX,2022-05-31,0.6,2.3,6.2
394876,681,"Montrose, CO",Msa,CO,2022-05-31,1.4,4.4,9.6
394567,682,"Ellensburg, WA",Msa,WA,2022-05-31,0.2,1.6,9.4
394715,683,"Jacksonville, IL",Msa,IL,2022-05-31,0.5,2.2,3.7
753916,684,"Sandpoint, ID",Msa,ID,2022-05-31,0.7,2.3,8.5
394316,685,"Alice, TX",Msa,TX,2022-05-31,0.4,1.3,2.5
394449,686,"Celina, OH",Msa,OH,2022-05-31,0.7,2.6,7.0
394627,687,"Garden City, KS",Msa,KS,2022-05-31,0.6,2.6,6.6
394833,688,"Marshalltown, IA",Msa,IA,2022-05-31,0.5,2.1,4.0
394297,689,"Aberdeen, SD",Msa,SD,2022-05-31,0.6,2.1,4.8
395219,690,"West Plains, MO",Msa,MO,2022-05-31,0.8,2.5,5.6
753877,691,"Cullowhee, NC",Msa,NC,2022-05-31,0.8,3.3,7.6
394574,692,"Espa±ola, NM",Msa,NM,2022-05-31,0.6,2.6,5.8
395026,693,"Riverton, WY",Msa,WY,2022-05-31,0.7,2.3,5.4
395158,694,"Tifton, GA",Msa,GA,2022-05-31,0.7,2.6,6.5
395178,695,"Urbana, OH",Msa,OH,2022-05-31,0.6,2.4,6.6
394434,696,"Cambridge, OH",Msa,OH,2022-05-31,0.3,1.9,5.7
394934,697,"Okeechobee, FL",Msa,FL,2022-05-31,3.3,8.3,12.5
394845,698,"McMinnville, TN",Msa,TN,2022-05-31,1.0,3.4,9.6
395082,699,"Selinsgrove, PA",Msa,PA,2022-05-31,0.6,2.4,5.7
394904,700,"Natchitoches, LA",Msa,LA,2022-05-31,0.6,2.2,2.8
394383,702,"Berlin, NH",Msa,NH,2022-05-31,0.7,2.5,6.5
394799,703,"Lock Haven, PA",Msa,PA,2022-05-31,0.6,2.4,5.9
395099,704,"Sikeston, MO",Msa,MO,2022-05-31,0.6,2.1,4.5
394354,705,"Austin, MN",Msa,MN,2022-05-31,1.0,3.3,8.4
394476,706,"Clewiston, FL",Msa,FL,2022-05-31,1.1,4.1,11.7
394981,707,"Pittsburg, KS",Msa,KS,2022-05-31,0.6,2.2,4.1
394526,708,"Defiance, OH",Msa,OH,2022-05-31,0.5,2.4,6.7
395072,709,"Scottsbluff, NE",Msa,NE,2022-05-31,0.5,2.1,4.7
394801,710,"Logansport, IN",Msa,IN,2022-05-31,0.7,2.4,6.4
394992,711,"Pontiac, IL",Msa,IL,2022-05-31,0.6,2.2,3.4
394663,712,"Hannibal, MO",Msa,MO,2022-05-31,0.7,2.7,5.6
394888,713,"Mount Vernon, IL",Msa,IL,2022-05-31,0.6,2.0,4.0
394690,714,"Houghton, MI",Msa,MI,2022-05-31,0.6,2.4,5.4
395176,715,"Union City, TN",Msa,TN,2022-05-31,0.5,2.2,5.5
395069,716,"Sault Ste. Marie, MI",Msa,MI,2022-05-31,0.6,2.8,7.7
395192,717,"Vincennes, IN",Msa,IN,2022-05-31,0.5,2.1,5.7
394624,718,"Gainesville, TX",Msa,TX,2022-05-31,1.2,3.3,8.7
394550,719,"Dyersburg, TN",Msa,TN,2022-05-31,0.6,2.3,5.7
394745,720,"Kill Devil Hills, NC",Msa,NC,2022-05-31,2.1,5.9,13.7
394507,722,"Crawfordsville, IN",Msa,IN,2022-05-31,0.7,2.7,7.6
394422,723,"Brownwood, TX",Msa,TX,2022-05-31,0.7,2.3,6.0
395129,725,"Stephenville, TX",Msa,TX,2022-05-31,0.8,2.5,6.1
394324,726,"Americus, GA",Msa,GA,2022-05-31,0.7,2.4,5.1
394554,727,"Easton, MD",Msa,MD,2022-05-31,0.3,1.9,7.2
394920,728,"North Platte, NE",Msa,NE,2022-05-31,0.4,2.0,4.6
394914,729,"Newberry, SC",Msa,SC,2022-05-31,0.5,1.9,5.1
394300,730,"Ada, OK",Msa,OK,2022-05-31,0.9,2.6,4.5
394881,731,"Moscow, ID",Msa,ID,2022-05-31,0.7,3.2,9.7
395046,732,"Safford, AZ",Msa,AZ,2022-05-31,0.4,2.2,7.2
394894,733,"Murray, KY",Msa,KY,2022-05-31,0.7,2.3,4.7
394382,734,"Bennington, VT",Msa,VT,2022-05-31,0.6,2.4,6.0
394696,735,"Huntington, IN",Msa,IN,2022-05-31,0.7,2.6,7.5
394840,736,"Mayfield, KY",Msa,KY,2022-05-31,0.8,2.7,5.0
394438,737,"Canton, IL",Msa,IL,2022-05-31,0.4,1.7,2.6
394573,737,"Escanaba, MI",Msa,MI,2022-05-31,0.4,2.0,4.8
394499,739,"Corinth, MS",Msa,MS,2022-05-31,0.6,2.5,5.3
394341,740,"Astoria, OR",Msa,OR,2022-05-31,1.7,4.1,8.4
394973,741,"Peru, IN",Msa,IN,2022-05-31,0.6,2.2,6.7
394506,742,"Coshocton, OH",Msa,OH,2022-05-31,0.8,2.7,6.9
394916,743,"Newton, IA",Msa,IA,2022-05-31,0.7,2.3,4.8
753898,744,"Logan, WV",Msa,WV,2022-05-31,2.0,4.7,7.1
394370,745,"Bay City, TX",Msa,TX,2022-05-31,0.8,2.6,5.7
394617,746,"Fremont, NE",Msa,NE,2022-05-31,0.7,3.1,8.0
394702,747,"Hutchinson, MN",Msa,MN,2022-05-31,1.5,3.7,9.2
394366,748,"Batesville, AR",Msa,AR,2022-05-31,0.5,1.8,5.1
394948,749,"Owatonna, MN",Msa,MN,2022-05-31,1.1,3.2,6.2
395191,750,"Vidalia, GA",Msa,GA,2022-05-31,0.8,2.8,7.5
753922,751,"Summit Park, UT",Msa,UT,2022-05-31,2.5,5.3,16.5
753864,752,"Arkansas City-Winfield, KS",Msa,KS,2022-05-31,0.5,2.1,4.6
394771,753,"Laramie, WY",Msa,WY,2022-05-31,0.7,2.6,6.1
394984,754,"Plainview, TX",Msa,TX,2022-05-31,0.7,2.0,4.0
394385,755,"Big Spring, TX",Msa,TX,2022-05-31,0.4,2.1,5.8
394777,756,"Laurinburg, NC",Msa,NC,2022-05-31,0.7,2.6,6.7
394535,757,"Dixon, IL",Msa,IL,2022-05-31,0.6,2.2,4.2
394315,758,"Alexandria, MN",Msa,MN,2022-05-31,0.3,1.5,6.3
394915,759,"Newport, TN",Msa,TN,2022-05-31,0.3,2.0,6.7
394522,760,"DeRidder, LA",Msa,LA,2022-05-31,0.7,2.5,2.5
394781,761,"Lebanon, MO",Msa,MO,2022-05-31,0.8,2.9,6.8
394481,762,"Coffeyville, KS",Msa,KS,2022-05-31,0.6,1.6,1.1
395084,763,"Seneca Falls, NY",Msa,NY,2022-05-31,0.4,1.9,5.4
395137,764,"Sulphur Springs, TX",Msa,TX,2022-05-31,0.8,2.9,5.9
394835,765,"Martin, TN",Msa,TN,2022-05-31,0.6,2.5,6.0
395141,766,"Susanville, CA",Msa,CA,2022-05-31,0.6,2.8,6.0
394417,767,"Brookhaven, MS",Msa,MS,2022-05-31,0.8,2.7,5.9
394335,768,"Arcadia, FL",Msa,FL,2022-05-31,1.3,3.9,9.9
395150,769,"Taylorville, IL",Msa,IL,2022-05-31,0.5,1.9,3.2
394525,770,"Decatur, IN",Msa,IN,2022-05-31,0.5,1.9,6.2
753894,771,"Junction City, KS",Msa,KS,2022-05-31,0.5,2.0,3.5
394557,772,"Effingham, IL",Msa,IL,2022-05-31,0.5,2.3,4.9
395184,773,"Valley, AL",Msa,AL,2022-05-31,0.4,2.2,5.3
394430,774,"Butte, MT",Msa,MT,2022-05-31,0.6,2.6,8.1
394331,775,"Angola, IN",Msa,IN,2022-05-31,0.7,2.9,7.1
394473,776,"Cleveland, MS",Msa,MS,2022-05-31,0.2,0.2,-0.8
394536,778,"Dodge City, KS",Msa,KS,2022-05-31,0.7,2.6,5.8
394413,779,"Brenham, TX",Msa,TX,2022-05-31,0.6,2.5,6.4
394569,780,"Emporia, KS",Msa,KS,2022-05-31,0.3,1.9,5.2
753892,782,"Jackson, OH",Msa,OH,2022-05-31,0.7,2.8,7.3
394613,783,"Frankfort, IN",Msa,IN,2022-05-31,0.9,3.0,8.2
394414,784,"Brevard, NC",Msa,NC,2022-05-31,0.9,3.2,8.1
395149,785,"Taos, NM",Msa,NM,2022-05-31,0.8,3.3,9.4
753902,786,"Malvern, AR",Msa,AR,2022-05-31,0.9,3.9,9.1
395165,787,"Troy, AL",Msa,AL,2022-05-31,0.5,1.9,4.6
395196,788,"Wabash, IN",Msa,IN,2022-05-31,0.6,2.3,6.7
394433,789,"Cambridge, MD",Msa,MD,2022-05-31,0.7,2.5,5.1
394812,790,"Macomb, IL",Msa,IL,2022-05-31,0.5,1.8,2.6
395187,791,"Vernal, UT",Msa,UT,2022-05-31,0.3,1.5,4.5
394749,792,"Kingsville, TX",Msa,TX,2022-05-31,0.6,2.1,4.9
394815,793,"Madison, IN",Msa,IN,2022-05-31,0.7,2.7,7.7
394886,794,"Mount Pleasant, TX",Msa,TX,2022-05-31,0.8,2.5,6.8
394962,795,"Paris, TN",Msa,TN,2022-05-31,0.7,3.0,7.5
394491,796,"Columbus, NE",Msa,NE,2022-05-31,0.5,2.4,6.9
394419,797,"Brookings, SD",Msa,SD,2022-05-31,0.4,2.0,5.0
394740,798,"Kennett, MO",Msa,MO,2022-05-31,0.4,2.1,4.6
394376,800,"Beeville, TX",Msa,TX,2022-05-31,0.6,2.0,5.2
394855,801,"Miami, OK",Msa,OK,2022-05-31,0.6,2.2,5.4
753878,802,"Dayton, TN",Msa,TN,2022-05-31,0.6,2.3,7.0
395207,803,"Washington, IN",Msa,IN,2022-05-31,0.6,2.4,6.7
394435,807,"Camden, AR",Msa,AR,2022-05-31,0.2,1.2,3.5
394713,808,"Jackson, WY",Msa,WY,2022-05-31,0.8,3.2,9.2
394670,809,"Hastings, NE",Msa,NE,2022-05-31,0.6,3.0,7.3
394730,810,"Juneau, AK",Msa,AK,2022-05-31,0.5,1.9,3.3
